date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:33:54	5314/5314	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214c2-64513e5758570%22	https://shine.creativemox.com/petrolis/wp-includes/js/dist/i18n.min.js?ver=c26c3dc7bed366793375	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/dist/i18n.min1cde.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:54	24210/24210	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e92-63021479db17e%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.26.3	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/js/frontend.min7ac2.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:54	44624/44624	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ae50-63021479d923e%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.26.3	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min7ac2.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:54	681/681	---MCZ	200	added ('OK')	application/javascript	etag:W/%222a9-64513e5e18205%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js?ver=3.7.6	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min87e3.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:56	20607/20607	---MCZ	200	added ('OK')	application/javascript	etag:W/%22507f-64513e5e185ed%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=3.7.6	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor87e3.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:57	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211f6-61d4bc94d9ff4%22	https://shine.creativemox.com/petrolis/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/mediaelement/mejs-controls.svg	(from https://shine.creativemox.com/petrolis/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
16:33:58	34807/34807	---M--	200	added ('OK')	image/png	etag:%2287f7-6228b4ba7f7e0%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/bg_1.png	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/bg_1.png	(from https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-641.css?ver=1764833470)
16:33:58	184899/184899	---M--	200	added ('OK')	image/jpeg	etag:%222d243-6228f1be5656d%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/aerial-view-oil-terminal-industrial-facility-storage-tank-oil-and-petrochemical-products-.jpg	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/aerial-view-oil-terminal-industrial-facility-storage-tank-oil-and-petrochemical-products-.jpg	(from https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-641.css?ver=1764833470)
16:33:59	28064/28064	---M--	200	added ('OK')	image/png	etag:%226da0-6228b4bb11fa4%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/bg_2.png	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/bg_2.png	(from https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-641.css?ver=1764833470)
16:34:00	114667/114667	---M--	200	added ('OK')	image/jpeg	etag:%221bfeb-6228f2353110a%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/locomotive-engineers-trading-carbon-credits-on-platform-for-responsible-railway-emission-reduction.jpg	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/locomotive-engineers-trading-carbon-credits-on-platform-for-responsible-railway-emission-reduction.jpg	(from https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-641.css?ver=1764833470)
16:34:01	201/201	---M--	200	added ('OK')	image/png	etag:%22c9-64513e5e17a35%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.7.6)
16:34:01	194449/194449	---M--	200	added ('OK')	image/jpeg	etag:%222f791-6228f23121fec%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/industrial-plant-at-night.jpg	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/industrial-plant-at-night.jpg	(from https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-641.css?ver=1764833470)
16:34:01	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-64513e5e18205%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.7.6)
16:34:02	158/158	---M--	200	added ('OK')	image/png	etag:%229e-64513e5e18205%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.7.6)
16:34:02	148/148	---M--	200	added ('OK')	image/png	etag:%2294-64513e5e18205%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.7.6)
